country,link,description,title
Browse by Country: Netherlands,/cgi-bin/fg.cgi?page=gr&GRid=6238806,"Separatist pastor of Babworth's All Saints' Paris Church, England.  Under his teaching, the Pilgrim movement began which would culminate in the sailing of the Pilgrims to America on the Mayflower.  Pastor of young William Bradford.  Clyfton was one of the most effective authors for the Pilgrim Separatists.  The church where he is buried has been deconsecrated and is now used by the city of Amsterdam as an exposition center. (Bio by: Mike Reed)","Clyfton, Richard"
Browse by Country: Netherlands,/cgi-bin/fg.cgi?page=gr&GRid=55881287,"World War II Congressional Medal of Honor Recipient. He served in the United States Army during World War II as a Lieutenant Colonel in the 101st Airborne Division. He was awarded the CMOH for his bravery near Carentan, France, on June 11, 1944. His citation reads ""Lt. Col. Cole was personally leading his battalion in forcing the last 4 bridges on the road to Carentan when his entire unit was suddenly pinned to the ground by intense and withering enemy rifle, machinegun, mortar, and artillery...[Read More]","Cole, LTC. Robert George"
Browse by Country: Netherlands,/cgi-bin/fg.cgi?page=gr&GRid=8103740,"Soul Singer. A native of Atlanta, Georgia, Conley began his recording career in 1959 with the musical group, 'Arthur And The Korvets,' later becoming a protege of Otis Redding, who later wrote and sang the 1967 hit album and song, ""Sweet Soul Music"" with. As a recording artist on the Atco Record Label and the Atlantic Record Label, he later became a member of the musical group, 'The Soul Clan' along with Joe Tex, Ben E. King, Solomon Burke, Wilson Pickett, and Don Covay. He also toured overseas...[Read More]","Conley, Arthur"
Browse by Country: Monaco,/cgi-bin/fg.cgi?page=gr&GRid=7832623,Monaco Royalty. Ruled the Principality of Monaco in the House of Grimaldi as the Consort of Prince Florestan I of Monaco who ruled from 1841 until his death in 1856. (Bio by: K),"Lametz, Caroline Gilbert de"
Browse by Country: Monaco,/cgi-bin/fg.cgi?page=gr&GRid=7832658,Monaco Royalty. Ruled the Principality of Monaco in the House of Grimaldi as the Consort of Prince Anthony I of Monaco from 1701 until her death in 1724. Anthony I died in 1731. (Bio by: K),"Lorraine, Marie de"
Browse by Country: Monaco,/cgi-bin/fg.cgi?page=gr&GRid=7832598,Monaco Royalty. Ruled the Principality of Monaco in the House of Grimaldi as the Consort of Prince Charles III of Monaco from 1856 until her death in 1864. Charles III died in 1889. (Bio by: K),"Merode, Antoinette de"
Browse by Country: Monaco,/cgi-bin/fg.cgi?page=gr&GRid=7832536,"Prince of Monaco. Born Albert Honoré Grimaldi, Duke of Valentinois, the son of Charles III Grimaldi, Prince de Monaco and Antoinette de Merode-Westerloo. At 22, he became involved in oceanographic studies and founded what would become the Oceanographic Institute in Monaco. Additionally he founded the Institute for Human Paleontology in Paris. He married Lady Mary Victoria Douglas-Hamilton, daughter of the 11th Duke of Hamilton (UK). The couple had a son in 1870, but were shortly estranged, and...[Read More] (Bio by: Iola)","of Monaco I., Albert"
Browse by Country: Monaco,/cgi-bin/fg.cgi?page=gr&GRid=7832628,Monaco Royalty. Ruled the Principalty of Monaco in the House of Grimaldi from 1701 until his death in 1731. (Bio by: K),"of Monaco I., Prince. Anthony"
Browse by Country: Monaco,/cgi-bin/fg.cgi?page=gr&GRid=7832636,Monaco Royalty. Ruled the Lordship of Monaco in the House of Grimaldi from 1523 until his death in 1532. (Bio by: K),"of Monaco, Prince. Augustin"
Browse by Country: Monaco,/cgi-bin/fg.cgi?page=gr&GRid=7832607,Monaco Royalty. Ruled the Lordship of Monaco in the House of Grimaldi from 1581 until his death in 1589. (Bio by: K),"of Monaco II., Prince. Charles"
Browse by Country: Netherlands,/cgi-bin/fg.cgi?page=gr&GRid=8016282,"World War II Victoria Cross Recipient. Born in Latchford, Ontario, Canada, he served as a Sergeant in the 1st Battalion, Queen’s Own Rifles, Canada. On February 25-26, 1945, Sergeant Cosens’ platoon twice attacked German strong points located in three farm buildings at Mooshof, Germany. The platoon was twice beaten back by fierce counterattack and the platoon commander was killed. Sergeant Cosens assumed command of the platoon, now with himself, four men and some tank support. As his men...[Read More] (Bio by: John ""J-Cat"" Griffith)","Cosens, Aubrey"
Browse by Country: Malta,/cgi-bin/fg.cgi?page=gr&GRid=11444,Maltese Sultan. He married Wilfrida Gollcher in 1933 and had several children. The father of the late 6th Marquis di Gnien.,"Apap-Bologna, Filippo Antonio 'Marchesina della Gnien'"
Browse by Country: Malta,/cgi-bin/fg.cgi?page=gr&GRid=6521312,"Maltese President.  Born in Zabbar. The eldest daughter and the second of nine children of Joseph and Antonia Barbara.  She studied at the State Primary and Grammar Schools. Agatha started her career as a school teacher, during the Second World War, in 1946 started to take an active interest in politics and joined the Malta Labour Party. As part of the self-rule scheme, a new constitution was drafted, and it gave Maltese women the right to vote for the first time. Roman Catholic clergy were...[Read More] (Bio by: Shock)Cause of death: Heart attack","Barbara, Agatha"
Browse by Country: Malta,/cgi-bin/fg.cgi?page=gr&GRid=27217518,"Prime Minister of Malta. Valletta born Giorgio Borg Olivier received his education at the lyceum and later at the Royal University of Malta, graduating as a doctor of laws in 1937. Elected to the Council of Government two years later, with the return of Responsible Government in 1947, he was elected to the Legislative Assembly and was later Deputy Leader of the Opposition. In 1950, he held the post of Minister of Works and Reconstruction and the post of Minister of Education in the nationalist...[Read More] (Bio by: Eman Bonnici)","Borg Olivier, Dr. Giorgio"
Browse by Country: Malta,/cgi-bin/fg.cgi?page=gr&GRid=27036688,"Poet. Considered to this day as a major figure in Maltese literature, Rużar Briffa was born in Valletta in 1906 and received his first education at St. Elmo's Elementary State School and the Valletta Lyceum. Obtaining the matriculation certificate, in 1923 he started teaching at elementary schools, however a year later he decided to further his studies, enrolling himself in the faculty of medicine of the University of Malta. Successfully finishing his studies in venereology and dermatology...[Read More] (Bio by: Eman Bonnici)","Briffa, Dr. Rużar"
Browse by Country: Malta,/cgi-bin/fg.cgi?page=gr&GRid=8719320,"Actress. Daughter of renowned Yiddish Theater composer Joseph Brody, Sister of Composer Murray L. Brody. (Bio by: MC)","Brody, Estelle"
Browse by Country: Malta,/cgi-bin/fg.cgi?page=gr&GRid=27064084,"Second President of Malta. Qala born Anton Buttigieg received his first education at the local primary school before entering Gozo's Diocesan Seminary, studying for the priesthood from 1923 until 1927. Leaving his theological studies in 1928, he entered St. Aloysius's College and later the University of Malta, graduating bachelor of arts in 1934 and doctor of laws in 1940. Entering the Police Force as inspector during the Second World War, he thereafter practiced law, beginning to serve as of...[Read More] (Bio by: Eman Bonnici)","Buttigieg, Dr. Anton"
Browse by Country: Malta,/cgi-bin/fg.cgi?page=gr&GRid=8044869,"Actor. He is best remembered for films such as ""My Sin"" (1938), ""Juarez"" (1939), ""The Glass Key"" (1942), ""For Whom The Bell Tolls"" (1943), ""Gilda"" (1946), ""Touch of Evil"" (1958) and ""The Alamo"" (1960). He died in his home in Sliema (Malta). (Bio by: José L Bernabé Tronchoni)","Calleia (Calleja), Joseph"
Browse by Country: Malta,/cgi-bin/fg.cgi?page=gr&GRid=11447,The Noble Norah Chesney was the sister to the 21st and 22nd Baron and Baroness di Djar-il-Bniet e Buqana. Her mother's family were one of the oldest noble families in Malta. (bio by C. Said Vassallo),"Chesney, Norah Elma Mary"
Browse by Country: Malta,/cgi-bin/fg.cgi?page=gr&GRid=134665591,"Actress, Model. She will be best remembered for playing 'Frieda Gellhorn' in the Hammer Studio picture ""Twins of Evil"" (1971). Born an identical twin (her sister is actress and model Mary Collinson) in Malta, she moved to England in 1969. They were discovered by noted glamour photographer Harrison Marks who cast them in his sexy short ""Halfway Inn"" (1970). This led to both sisters adorning the cover of Playboy during 1970. They hold the distinction as being the first identical twins to pose for...[Read More] (Bio by: C.S.)","Collinson, Madeleine"
Browse by Country: Malta,/cgi-bin/fg.cgi?page=gr&GRid=7408,Cte de Beaujolais. Brother of the King of the French-Louis-Philippe.,"de Bourbon-Orleans, Prince. Louis Charles"
Browse by Country: Malta,/cgi-bin/fg.cgi?page=gr&GRid=62861872,"First Metropolitan Archbishop of Malta. Born in 'Triq ta' Biswit il-Kwartier', Vittoriosa, on May 13, 1885 to Ġużè Gonzi and Margerita Tonna, Monsignor Count Sir Michael Gonzi KBE., D.D., was baptized at the local collegiate church of St. Lawrence. When he was five years of age, his family moved to Kalkara. Receiving his early education at Vittoriosa's primary school and later at the diocesan seminary of Floriana, he was ordained priest on December 19, 1908. Pursuing further studies...[Read More] (Bio by: Eman Bonnici)","Gonzi, Archbishop Michael"
Browse by Country: Malta,/cgi-bin/fg.cgi?page=gr&GRid=26520103,"First President of Malta. Birkirkara born Sir Anthony Joseph Mamo was the only Maltese Governor General of the island before he was appointed President of then newly formed Republic. Educated at the Archbishop's Seminary and the University of Malta where he earned a bachelor's degree in 1931 and a law degree in 1934, he was awarded the Government travelling scholarship and the Bugeja Scholarship, being the first student in the course. In private practice for a year before joining the civil...[Read More] (Bio by: Eman Bonnici)","Mamo, Sir. Anthony Joseph"
Browse by Country: Malta,/cgi-bin/fg.cgi?page=gr&GRid=7831073,"Crimean War Victoria Cross Medal Recipient. He served as a Private in the 57th Middlesex Regiment, British Army. On June 23, 1855, at Sebastopol, Crimea, Private McCorrie threw over the parapet a live shell which had been thrown from the enemy's battery, saving the lives of his squad. For courage under fire, he was awarded the Victoria Cross Medal. (Bio by: John ""J-Cat"" Griffith)","McCorrie, Charles"
Browse by Country: Malta,/cgi-bin/fg.cgi?page=gr&GRid=159834578,"Roman Catholic Archbishop. Born in Victoria on the island of Gozo, Monsignor Joseph Mercieca entered seminary in his native city, being ordained priest by Bishop Joseph Pace on March 8, 1952. Furthering his studies in Rome, at the Pontifical Gregorian and Lateran Universities, graduating in theology and canon law, Mercieca served as rector of the Gozo Seminary from 1959 till 1969 when he headed to Rome following his appointment as judge of the Sacred Roman Rota by Pope Paul VI. Adviser of the...[Read More] (Bio by: Eman Bonnici)","Mercieca, Archbishop. Joseph"
Browse by Country: Malta,/cgi-bin/fg.cgi?page=gr&GRid=95699907,"Maltese Politician, former Prime Minister. Best known as the creator of the independence of Malta. Graduated at the University of Malta in 1943, he obtained his doctorate in Science and Engineering at Oxford. Mintoff was Political Secretary of the Labour Party, Prime Minister from 1955 to 1958 and from 1971 until 1984. During his term of government, after a vain attempt to equalize Malta to the status of Northern Ireland, he gained independence under a constitution that initially retained Queen...[Read More] (Bio by: Lucy Caldarelli)","Mintoff, Dom"
Browse by Country: Malta,/cgi-bin/fg.cgi?page=gr&GRid=7831097,"Crimean War Victoria Cross Medal Recipient. He served as a Sergeant in the 90th of Foot Regiment, British Army. At the assault on the Redan, Crimea, September 8, 1857, Sergeant Moynihan, personally killed five Russians and while under heavy fire also rescued a wounded officer. For extreme gallantry in the face of the enemy he was promoted Sergeant Major and awarded the Victoria Cross Medal. He also later achived the rank of Captain. (Bio by: John ""J-Cat"" Griffith)","Moynihan, Andrew"
Browse by Country: Malta,/cgi-bin/fg.cgi?page=gr&GRid=167277184,"Roman Catholic Archbishop. The son of Francesco Pace and Margerita Stellini, Monsignor Pietro Pace entered seminary in Malta, with Rev. Francesco Mercieca, aiding him financially to cover the expenses for his studies. Sent over to Rome, he frequented the faculty of theology of the La Sapienza University, earning a doctorate on November 13, 1852. Ordained priest there on December 17, 1853, he remained in Rome, furthering his studies in civil and canon laws in which he graduated on June 26, 1856...[Read More] (Bio by: Eman Bonnici)","Pace, Archbishop. Pietro"
